id,loan_amnt,term,int_rate,installment,home_ownership,annual_inc,verification_status,issue_d,loan_status,purpose,total_pymnt
660473,1000, 36 months,9.63%,32.1,MORTGAGE,25000,Source Verified,Jan-11,Fully Paid,credit_card,1155.480599
660464,4800, 60 months,13.06%,109.37,RENT,60000,Not Verified,Jan-11,Fully Paid,car,6427.203113
643919,7000, 36 months,5.79%,212.29,RENT,42000,Source Verified,Jan-11,Charged Off,credit_card,6239.75
660438,16000, 36 months,14.54%,551.05,MORTGAGE,55530,Verified,Jan-11,Charged Off,debt_consolidation,550.6
660441,20000, 60 months,16.40%,490.63,MORTGAGE,55000,Verified,Feb-11,Fully Paid,debt_consolidation,29473.63
646965,15000, 36 months,11.11%,491.87,RENT,51000,Verified,Jan-11,Fully Paid,wedding,17708.21069
543957,12800, 36 months,7.29%,396.93,RENT,104000,Verified,Jan-11,Fully Paid,credit_card,14282.87649
660403,18000, 36 months,14.54%,619.93,RENT,72000,Verified,Feb-11,Fully Paid,debt_consolidation,20733.41243
660394,1000, 36 months,10.00%,32.27,RENT,13728,Not Verified,Jan-11,Charged Off,credit_card,160.75
660367,13400, 36 months,13.06%,451.89,RENT,62040,Not Verified,Jan-11,Fully Paid,debt_consolidation,16268.44055
660364,2400, 36 months,6.92%,74.02,MORTGAGE,81504,Not Verified,Jan-11,Fully Paid,car,2571.78558
660366,9600, 36 months,5.42%,289.54,MORTGAGE,35500,Not Verified,Jan-11,Fully Paid,home_improvement,10182.44148
660327,3000, 36 months,10.37%,97.33,RENT,51996,Not Verified,Jan-11,Fully Paid,other,3503.989869
660306,6800, 36 months,9.63%,218.24,MORTGAGE,95000,Not Verified,Jan-11,Fully Paid,home_improvement,7857.410032
659869,24000, 60 months,16.02%,583.89,MORTGAGE,90000,Verified,Jan-11,Charged Off,credit_card,21843.01
660294,10000, 36 months,7.66%,311.8,MORTGAGE,30000,Verified,Jan-11,Fully Paid,medical,11225.49263
660257,6000, 36 months,7.66%,187.08,MORTGAGE,47000,Not Verified,Jan-11,Fully Paid,debt_consolidation,6735.510198
660249,2000, 36 months,10.74%,65.24,OWN,86004,Not Verified,Jan-11,Fully Paid,other,2322.968929
651473,14500, 60 months,11.11%,316.07,MORTGAGE,45000,Not Verified,Jan-11,Fully Paid,debt_consolidation,18963.49484
660184,9600, 60 months,10.00%,203.98,RENT,41000,Not Verified,Jan-11,Fully Paid,credit_card,10064.42052
660162,14400, 36 months,10.00%,464.65,MORTGAGE,50000,Verified,Jan-11,Fully Paid,debt_consolidation,16728.54324
652420,23000, 60 months,16.02%,559.56,MORTGAGE,72000,Verified,Jan-11,Fully Paid,debt_consolidation,24207.83548
660114,25000, 60 months,16.02%,608.22,MORTGAGE,60000,Verified,Jan-11,Charged Off,small_business,29084.49
659645,6500, 60 months,15.65%,156.87,MORTGAGE,62000,Source Verified,Jan-11,Fully Paid,major_purchase,9411.400904
660063,1200, 36 months,10.37%,38.93,RENT,36000,Source Verified,Jan-11,Fully Paid,major_purchase,1258.56
659426,12000, 60 months,10.37%,257.16,RENT,52000,Not Verified,Jan-11,Fully Paid,debt_consolidation,14167.58759
650783,18000, 36 months,12.68%,603.73,OWN,334000,Source Verified,Jan-11,Fully Paid,debt_consolidation,21458.80874
660024,10000, 36 months,7.29%,310.1,MORTGAGE,82000,Source Verified,Jan-11,Fully Paid,debt_consolidation,11163.73839
597795,10000, 36 months,7.29%,310.1,MORTGAGE,38400,Source Verified,Jan-11,Fully Paid,debt_consolidation,11163.73225
660009,20000, 36 months,11.11%,655.82,MORTGAGE,110000,Source Verified,Jan-11,Fully Paid,debt_consolidation,20542.42999
659954,2725, 36 months,9.63%,87.46,RENT,27000,Not Verified,Jan-11,Fully Paid,credit_card,3022.216335
658390,9000, 36 months,5.79%,272.95,RENT,36000,Source Verified,Jan-11,Fully Paid,credit_card,9808.963237
659884,5000, 36 months,6.92%,154.21,OWN,40000,Source Verified,Jan-11,Fully Paid,debt_consolidation,5551.824829
659857,10000, 36 months,7.66%,311.8,RENT,64583,Verified,Jan-11,Fully Paid,medical,11022.6624
659850,4000, 36 months,7.29%,124.04,MORTGAGE,37000,Source Verified,Jan-11,Fully Paid,debt_consolidation,4270.579834
659800,7500, 36 months,10.00%,242.01,MORTGAGE,150000,Verified,Jan-11,Fully Paid,credit_card,8672.409957
659782,15000, 60 months,14.91%,356.15,MORTGAGE,52884,Verified,Feb-11,Fully Paid,debt_consolidation,18009.61709
659691,6300, 36 months,14.91%,218.12,RENT,75000,Source Verified,Jan-11,Fully Paid,debt_consolidation,7852.110443
659745,5000, 36 months,10.74%,163.08,MORTGAGE,132996,Verified,Jan-11,Charged Off,other,813.55
656389,25000, 60 months,15.28%,598.43,MORTGAGE,125000,Verified,Feb-11,Fully Paid,home_improvement,35905.71
659704,4000, 36 months,10.74%,130.47,RENT,31000,Source Verified,Jan-11,Fully Paid,wedding,4697.051984
659702,6000, 36 months,14.54%,206.65,RENT,41196,Verified,Jan-11,Fully Paid,credit_card,7441.761269
553429,10200, 36 months,12.68%,342.11,MORTGAGE,75000,Source Verified,Jan-11,Fully Paid,debt_consolidation,12316.33263
659698,14000, 36 months,10.37%,454.18,RENT,39000,Verified,Jan-11,Fully Paid,credit_card,16352.12596
642720,5000, 36 months,17.51%,179.54,RENT,27911.52,Source Verified,Jan-11,Fully Paid,moving,6012.662085
659649,2000, 36 months,5.42%,60.32,RENT,18000,Source Verified,Jan-11,Fully Paid,other,2171.770134
659646,25000, 60 months,16.02%,608.22,MORTGAGE,120000,Verified,Feb-11,Fully Paid,small_business,36493.31
659611,6300, 60 months,13.06%,143.54,MORTGAGE,99840,Source Verified,Jan-11,Fully Paid,home_improvement,8595.940003
659597,15150, 36 months,14.54%,521.78,MORTGAGE,45324,Source Verified,Jan-11,Fully Paid,debt_consolidation,18410.27003
657326,12000, 36 months,17.88%,433.11,MORTGAGE,57600,Verified,Feb-11,Charged Off,small_business,6055.42
659533,15250, 60 months,16.77%,377.12,MORTGAGE,72000,Source Verified,Jan-11,Charged Off,vacation,20442.36
659493,15600, 60 months,16.77%,385.78,MORTGAGE,49000,Verified,Jan-11,Fully Paid,debt_consolidation,23151.50999
659483,7500, 36 months,16.40%,265.17,RENT,50000,Source Verified,Jan-11,Fully Paid,debt_consolidation,9545.981224
658399,5000, 60 months,13.43%,114.87,RENT,40000,Not Verified,Jan-11,Charged Off,debt_consolidation,2618.35
659466,9875, 36 months,7.29%,306.23,RENT,30000,Not Verified,Jan-11,Fully Paid,debt_consolidation,10951.63146
658167,8500, 36 months,9.63%,272.8,MORTGAGE,21221,Source Verified,Jan-11,Fully Paid,home_improvement,9427.109339
658704,15250, 36 months,14.17%,522.47,RENT,38272,Source Verified,Jan-11,Fully Paid,credit_card,18719.94155
649145,12000, 36 months,10.37%,389.3,RENT,42000,Source Verified,Jan-11,Fully Paid,debt_consolidation,13343.79054
656799,24250, 36 months,16.02%,852.8,MORTGAGE,120000,Verified,Jan-11,Fully Paid,major_purchase,29587.64022
659409,12000, 36 months,10.00%,387.21,MORTGAGE,60000,Source Verified,Jan-11,Fully Paid,debt_consolidation,13940.04082
657666,24250, 36 months,16.40%,857.36,MORTGAGE,60996,Verified,Feb-11,Fully Paid,debt_consolidation,30907.58553
659394,3000, 36 months,16.02%,105.51,RENT,84996,Verified,Jan-11,Fully Paid,major_purchase,3789.994091
659365,4500, 36 months,5.79%,136.48,OWN,23000,Not Verified,Jan-11,Fully Paid,credit_card,4779.951642
644660,12000, 36 months,5.79%,363.93,MORTGAGE,70000,Source Verified,Jan-11,Fully Paid,small_business,13101.27593
658070,11500, 36 months,7.29%,356.62,MORTGAGE,25000,Verified,Jan-11,Fully Paid,credit_card,12838.58492
659352,10000, 36 months,5.79%,303.27,RENT,40000,Source Verified,Jan-11,Fully Paid,debt_consolidation,10866.48341
659318,8000, 36 months,5.79%,242.62,OWN,48000,Source Verified,Jan-11,Fully Paid,major_purchase,8449.074961
658464,7200, 60 months,13.06%,164.05,RENT,56000,Source Verified,Jan-11,Fully Paid,other,9842.441687
659310,16000, 36 months,11.11%,524.66,MORTGAGE,92000,Verified,Jan-11,Fully Paid,debt_consolidation,18677.99683
659299,4800, 36 months,10.36%,155.7,MORTGAGE,90000,Verified,Jan-11,Fully Paid,medical,5487.984325
659280,3600, 36 months,16.02%,126.61,RENT,39772,Verified,Jan-11,Charged Off,other,1539.96
659238,25000, 36 months,16.02%,879.18,RENT,88000,Verified,Jan-11,Fully Paid,debt_consolidation,29409.34886
659210,21000, 60 months,14.91%,498.6,MORTGAGE,78000,Verified,Feb-11,Fully Paid,medical,21379.1623
659208,3000, 36 months,10.37%,97.33,RENT,50000,Source Verified,Jan-11,Fully Paid,car,3504.245195
659199,3500, 36 months,11.11%,114.77,RENT,25000,Verified,Jan-11,Fully Paid,credit_card,4131.931619
659209,9600, 60 months,13.43%,220.55,OWN,62400,Not Verified,Jan-11,Fully Paid,wedding,11092.3729
656256,8000, 36 months,10.37%,259.53,RENT,87000,Verified,Jan-11,Fully Paid,debt_consolidation,8973.505587
659193,20000, 36 months,13.06%,674.46,RENT,1.00E+05,Verified,Jan-11,Fully Paid,wedding,24281.30642
658711,13000, 36 months,6.92%,400.93,OWN,28800,Verified,Jan-11,Fully Paid,debt_consolidation,14434.39213
659177,10800, 60 months,14.17%,252.25,RENT,33000,Verified,Jan-11,Charged Off,debt_consolidation,5044.17
657891,17600, 60 months,11.11%,383.64,MORTGAGE,87000,Verified,Jan-11,Charged Off,debt_consolidation,8822.57
659157,2000, 36 months,13.43%,67.81,RENT,75000,Not Verified,Jan-11,Fully Paid,other,2442.883754
648424,10000, 36 months,10.37%,324.42,RENT,72000,Verified,Feb-11,Fully Paid,other,11680.10703
659105,25000, 36 months,13.06%,843.08,MORTGAGE,138000,Source Verified,Jan-11,Fully Paid,other,28568.39306
659102,13600, 36 months,11.11%,445.96,RENT,95000,Verified,Jan-11,Fully Paid,major_purchase,15458.06814
658935,25000, 60 months,17.14%,623.2,MORTGAGE,165000,Source Verified,Jan-11,Fully Paid,debt_consolidation,34645.14085
659099,25000, 60 months,16.02%,608.22,RENT,1.00E+05,Source Verified,Jan-11,Charged Off,debt_consolidation,17029.68
659056,20000, 60 months,16.40%,490.63,MORTGAGE,82284,Source Verified,Jan-11,Fully Paid,other,29437.06515
658322,8000, 36 months,10.37%,259.53,RENT,43000,Verified,Feb-11,Fully Paid,debt_consolidation,9343.927556
658545,6600, 60 months,15.65%,159.28,MORTGAGE,59000,Verified,Jan-11,Fully Paid,small_business,9556.293793
659026,13000, 60 months,12.68%,293.67,MORTGAGE,65000,Source Verified,Jan-11,Fully Paid,debt_consolidation,14878.88312
658796,10000, 36 months,7.29%,310.1,RENT,75000,Source Verified,Jan-11,Fully Paid,home_improvement,10693.02583
658982,9500, 36 months,10.37%,308.2,MORTGAGE,90400,Source Verified,Jan-11,Fully Paid,other,10895.79565
658974,14000, 60 months,15.28%,335.13,MORTGAGE,45000,Source Verified,Jan-11,Fully Paid,debt_consolidation,20106.93002
658960,5600, 60 months,12.68%,126.51,RENT,31000,Source Verified,Jan-11,Charged Off,credit_card,5278.44
651337,20000, 60 months,13.80%,463.3,MORTGAGE,168000,Source Verified,Feb-11,Fully Paid,home_improvement,24871.26712
655655,10000, 36 months,5.79%,303.27,RENT,90000,Source Verified,Jan-11,Fully Paid,other,10787.89619
656243,8000, 36 months,10.74%,260.93,MORTGAGE,40000,Source Verified,Jan-11,Fully Paid,debt_consolidation,9393.72053
658571,10000, 36 months,13.80%,340.81,MORTGAGE,42500,Verified,Feb-11,Fully Paid,debt_consolidation,11770.83396
657556,10000, 60 months,10.37%,214.3,MORTGAGE,39000,Not Verified,Jan-11,Fully Paid,debt_consolidation,12855.1
658883,15000, 60 months,13.43%,344.61,MORTGAGE,125000,Verified,Jan-11,Fully Paid,wedding,20471.96002
658834,10000, 60 months,12.68%,225.9,OWN,23000,Verified,Jan-11,Fully Paid,credit_card,12801.02737
647605,5000, 36 months,5.79%,151.64,OWN,64000,Not Verified,Jan-11,Fully Paid,major_purchase,5458.915164
658821,7750, 36 months,7.66%,241.65,OWN,43000,Not Verified,Jan-11,Fully Paid,credit_card,8699.731419
658815,23000, 60 months,17.14%,573.35,MORTGAGE,55000,Verified,Jan-11,Fully Paid,debt_consolidation,31113.05318
658784,12000, 36 months,7.29%,372.12,RENT,35000,Verified,Jan-11,Fully Paid,wedding,13394.57067
655857,25000, 36 months,10.74%,815.4,MORTGAGE,105000,Verified,Jan-11,Fully Paid,debt_consolidation,27482.53512
658701,22000, 60 months,17.88%,557.23,RENT,60000,Verified,Jan-11,Charged Off,debt_consolidation,28802.74
655958,25000, 36 months,16.40%,883.88,MORTGAGE,62400,Verified,Jan-11,Charged Off,debt_consolidation,12955.5
658665,12000, 60 months,14.91%,284.92,RENT,28800,Verified,Feb-11,Fully Paid,house,17079.27114
643706,14400, 36 months,10.74%,469.67,RENT,1.00E+05,Source Verified,Jan-11,Fully Paid,credit_card,16913.33023
651689,20000, 60 months,13.80%,463.3,RENT,47004,Verified,Jan-11,Fully Paid,other,27790.47
658628,6500, 36 months,5.42%,196.04,MORTGAGE,480000,Source Verified,Jan-11,Fully Paid,home_improvement,7058.135237
658517,18250, 60 months,17.14%,454.94,MORTGAGE,49000,Verified,Jan-11,Fully Paid,debt_consolidation,27168.20996
648708,14400, 60 months,11.11%,313.89,MORTGAGE,45000,Not Verified,Jan-11,Fully Paid,debt_consolidation,18832.7162
658553,13500, 36 months,10.00%,435.61,MORTGAGE,36000,Not Verified,Jan-11,Fully Paid,debt_consolidation,15365.6041
658588,8500, 60 months,17.14%,211.89,RENT,39828,Verified,Jan-11,Fully Paid,debt_consolidation,12191.42843
653286,5000, 36 months,7.66%,155.9,RENT,1.00E+05,Source Verified,Jan-11,Fully Paid,small_business,5612.984882
658585,9600, 36 months,5.79%,291.14,RENT,88000,Verified,Jan-11,Fully Paid,house,10452.48735
658565,3600, 36 months,9.63%,115.54,RENT,60000,Source Verified,Jan-11,Fully Paid,debt_consolidation,3807.181956
658549,10000, 36 months,7.29%,310.1,RENT,48000,Source Verified,Feb-11,Fully Paid,small_business,11179.74357
658473,20000, 36 months,11.11%,655.82,MORTGAGE,83000,Source Verified,Jan-11,Fully Paid,credit_card,23362.52053
657428,4800, 60 months,15.65%,115.84,RENT,78000,Verified,Jan-11,Fully Paid,major_purchase,5556.974996
658485,6700, 36 months,7.66%,208.91,RENT,12000,Verified,Jan-11,Charged Off,other,5988.53
658407,10000, 36 months,5.79%,303.27,MORTGAGE,90000,Verified,Jan-11,Fully Paid,car,10917.8413
658224,12000, 36 months,7.29%,372.12,MORTGAGE,140004,Source Verified,Jan-11,Fully Paid,other,12752.45893
658457,2000, 36 months,10.74%,65.24,MORTGAGE,53976,Source Verified,Jan-11,Fully Paid,other,2336.514822
656493,8000, 36 months,13.43%,271.22,MORTGAGE,58000,Not Verified,Jan-11,Fully Paid,major_purchase,8177.27
658430,25000, 36 months,13.80%,852.02,MORTGAGE,96000,Source Verified,Jan-11,Fully Paid,small_business,30673.08033
658423,3000, 36 months,5.79%,90.99,RENT,79272,Source Verified,Jan-11,Fully Paid,other,3178.772058
658408,6000, 36 months,14.17%,205.57,RENT,50000,Not Verified,Jan-11,Fully Paid,debt_consolidation,7400.323434
653909,12000, 36 months,6.92%,370.09,MORTGAGE,49700,Source Verified,Jan-11,Fully Paid,credit_card,13291.78227
658355,1800, 36 months,10.00%,58.09,MORTGAGE,50004,Source Verified,Feb-11,Charged Off,other,1206.9
658342,9000, 60 months,11.11%,196.18,RENT,45000,Verified,Jan-11,Fully Paid,car,11770.47233
658265,9600, 60 months,12.68%,216.87,MORTGAGE,58516,Source Verified,Jan-11,Fully Paid,debt_consolidation,13004.17001
656945,5500, 60 months,13.43%,126.36,RENT,95000,Source Verified,Jan-11,Charged Off,moving,1006.88
658285,15000, 36 months,16.40%,530.33,RENT,47000,Verified,Jan-11,Fully Paid,debt_consolidation,19126.02206
658256,6000, 36 months,5.42%,180.96,RENT,46200,Verified,Jan-11,Fully Paid,credit_card,6515.286897
658247,12000, 36 months,9.63%,385.13,MORTGAGE,160000,Source Verified,Jan-11,Fully Paid,debt_consolidation,13414.73591
658251,10000, 36 months,10.00%,322.68,RENT,40000,Verified,Jan-11,Fully Paid,credit_card,11616.89141
656858,11000, 36 months,7.29%,341.11,RENT,51250,Source Verified,Feb-11,Fully Paid,credit_card,12169.15002
658238,25000, 60 months,17.51%,628.2,RENT,80000,Verified,Jan-11,Charged Off,small_business,32999.31
658227,7200, 60 months,15.28%,172.35,RENT,22200,Source Verified,Jan-11,Fully Paid,debt_consolidation,10161.04999
658186,20000, 36 months,10.37%,648.83,MORTGAGE,170000,Verified,Jan-11,Fully Paid,debt_consolidation,23359.35583
658204,10000, 36 months,6.92%,308.41,OWN,68700,Source Verified,Jan-11,Charged Off,credit_card,10392.38
658182,6500, 36 months,5.79%,197.13,MORTGAGE,76800,Source Verified,Jan-11,Fully Paid,credit_card,7035.466931
645367,20000, 60 months,14.17%,467.13,RENT,58000,Verified,Feb-11,Fully Paid,wedding,28027.77
658170,1500, 60 months,12.68%,33.89,MORTGAGE,40000,Not Verified,Jan-11,Fully Paid,vacation,1635.615677
657682,12000, 60 months,13.06%,273.41,RENT,37000,Source Verified,Feb-11,Fully Paid,credit_card,15459.81582
643165,5200, 36 months,13.43%,176.29,RENT,26000,Verified,Jan-11,Fully Paid,credit_card,5964.025853
658019,5000, 60 months,10.74%,108.07,MORTGAGE,78000,Source Verified,Jan-11,Fully Paid,car,6461.62
657997,20000, 36 months,11.11%,655.82,RENT,75000,Verified,Jan-11,Fully Paid,debt_consolidation,23593.24274
657962,8400, 36 months,7.29%,260.49,RENT,60000,Not Verified,Jan-11,Fully Paid,small_business,9377.556898
657934,10000, 36 months,7.66%,311.8,MORTGAGE,85000,Source Verified,Jan-11,Fully Paid,small_business,11225.2942
657924,14000, 36 months,17.51%,502.7,RENT,95000,Verified,Jan-11,Fully Paid,credit_card,18098.67339
657915,22000, 60 months,13.06%,501.25,RENT,45000,Verified,Jan-11,Fully Paid,debt_consolidation,27809.05284
657900,3000, 36 months,11.11%,98.38,RENT,41000,Verified,Jan-11,Charged Off,medical,2330.88
657863,7000, 36 months,6.92%,215.89,RENT,85000,Source Verified,Jan-11,Fully Paid,credit_card,7772.531588
654878,8000, 36 months,6.92%,246.73,MORTGAGE,54300,Verified,Jan-11,Fully Paid,other,8806.399258
657769,10000, 60 months,14.17%,233.57,MORTGAGE,74000,Not Verified,Jan-11,Fully Paid,debt_consolidation,13703.87346
657767,8400, 60 months,14.91%,199.44,RENT,65000,Verified,Jan-11,Fully Paid,debt_consolidation,10781.33023
657771,20000, 36 months,6.17%,609.99,MORTGAGE,1.00E+05,Source Verified,Feb-11,Fully Paid,home_improvement,21248.56069
657589,3800, 36 months,15.28%,132.25,RENT,75000,Source Verified,Jan-11,Charged Off,debt_consolidation,3885.58
654586,15000, 60 months,15.65%,361.99,RENT,69000,Source Verified,Jan-11,Fully Paid,debt_consolidation,21124.43151
657727,9250, 60 months,17.51%,232.44,RENT,21000,Source Verified,Jan-11,Fully Paid,debt_consolidation,12751.28792
657718,8000, 36 months,12.68%,268.33,RENT,62000,Not Verified,Jan-11,Fully Paid,debt_consolidation,8819.612953
646675,15000, 36 months,9.63%,481.41,MORTGAGE,32304,Source Verified,Jan-11,Fully Paid,debt_consolidation,17126.16286
656399,8000, 36 months,11.11%,262.33,RENT,27000,Source Verified,Jan-11,Fully Paid,debt_consolidation,9444.393344
657622,6200, 36 months,14.91%,214.66,RENT,30000,Source Verified,Jan-11,Fully Paid,debt_consolidation,7561.037125
657705,12250, 36 months,7.66%,381.96,MORTGAGE,102000,Verified,Jan-11,Fully Paid,home_improvement,13757.11733
654700,5000, 36 months,9.63%,160.47,RENT,36000,Not Verified,Jan-11,Fully Paid,other,5629.123077
657690,5000, 60 months,14.17%,116.79,RENT,30000,Source Verified,Jan-11,Fully Paid,debt_consolidation,6632.82678
657671,17000, 60 months,12.68%,384.03,RENT,40000,Source Verified,Feb-11,Fully Paid,debt_consolidation,23041.23997
647506,5000, 36 months,15.28%,174.02,RENT,24000,Verified,Jan-11,Fully Paid,other,6265.296226
652276,10000, 36 months,10.74%,326.16,MORTGAGE,62000,Source Verified,Jan-11,Fully Paid,credit_card,11662.63152
657052,14000, 36 months,11.11%,459.08,RENT,75000,Verified,Jan-11,Fully Paid,debt_consolidation,15691.5316
657631,12300, 36 months,10.74%,401.18,RENT,30000,Source Verified,Jan-11,Fully Paid,debt_consolidation,14199.15863
651627,10000, 36 months,7.29%,310.1,MORTGAGE,87000,Source Verified,Jan-11,Fully Paid,debt_consolidation,11163.8677
655730,20000, 60 months,13.06%,455.68,RENT,55000,Verified,Feb-11,Fully Paid,debt_consolidation,27293.88862
657610,10000, 36 months,18.25%,362.78,MORTGAGE,180000,Verified,Jan-11,Fully Paid,debt_consolidation,13061.53954
639812,8400, 36 months,10.74%,273.98,MORTGAGE,48250,Source Verified,Jan-11,Fully Paid,debt_consolidation,9863.560736
639370,25000, 60 months,20.85%,674.23,MORTGAGE,225000,Verified,Jan-11,Fully Paid,credit_card,40453.40749
657563,13475, 60 months,10.74%,291.24,MORTGAGE,30000,Not Verified,Jan-11,Fully Paid,credit_card,17475.46553
657342,7200, 36 months,7.66%,224.5,RENT,54996,Source Verified,Jan-11,Fully Paid,other,8082.44339
657546,11000, 36 months,7.29%,341.11,RENT,70000,Verified,Jan-11,Fully Paid,debt_consolidation,12238.62162
637670,14500, 60 months,10.00%,308.09,MORTGAGE,77400,Not Verified,Jan-11,Fully Paid,debt_consolidation,17458.54449
656864,6000, 36 months,7.66%,187.08,MORTGAGE,150000,Not Verified,Jan-11,Fully Paid,home_improvement,6735.578058
657476,4375, 36 months,9.63%,140.42,OWN,16500,Not Verified,Jan-11,Fully Paid,major_purchase,4715.185343
657465,10000, 36 months,10.37%,324.42,RENT,85000,Verified,Jan-11,Fully Paid,debt_consolidation,10087.45104
657427,10000, 60 months,15.28%,239.38,MORTGAGE,80000,Source Verified,Jan-11,Fully Paid,debt_consolidation,14174.71
657408,3000, 36 months,7.29%,93.03,MORTGAGE,150000,Verified,Jan-11,Fully Paid,car,3349.710868
657411,7700, 36 months,10.74%,251.15,MORTGAGE,1.00E+05,Not Verified,Jan-11,Fully Paid,debt_consolidation,8922.473226
657404,9000, 36 months,5.79%,272.95,RENT,84000,Verified,Jan-11,Fully Paid,debt_consolidation,9804.321357
624787,20000, 60 months,16.40%,490.63,RENT,58480,Not Verified,Jan-11,Charged Off,debt_consolidation,14717.89
657388,10000, 36 months,14.54%,344.41,RENT,34000,Verified,Jan-11,Charged Off,debt_consolidation,5314.8
657378,25000, 36 months,10.74%,815.4,RENT,120000,Verified,Jan-11,Fully Paid,credit_card,26262.41823
657350,10000, 36 months,6.92%,308.41,RENT,43337,Not Verified,Jan-11,Fully Paid,small_business,11103.43382
657358,20000, 36 months,14.54%,688.81,RENT,98000,Verified,Jan-11,Fully Paid,debt_consolidation,24797.56525
657352,17000, 36 months,10.00%,548.55,RENT,95000,Verified,Jan-11,Fully Paid,major_purchase,19507.52501
633190,10000, 60 months,13.06%,227.84,RENT,80000,Not Verified,Jan-11,Fully Paid,debt_consolidation,13142.29967
656295,15000, 60 months,20.11%,398.33,MORTGAGE,75000,Verified,Jan-11,Fully Paid,home_improvement,17467.04174
657325,10750, 36 months,12.68%,360.56,RENT,30067.2,Not Verified,Jan-11,Charged Off,major_purchase,10617.54
657334,7200, 36 months,6.91%,222.02,RENT,20800,Verified,Jan-11,Charged Off,debt_consolidation,7028.47
657319,20000, 60 months,14.91%,474.86,MORTGAGE,131000,Verified,Jan-11,Fully Paid,debt_consolidation,21448.11135
657321,6000, 36 months,5.42%,180.96,RENT,55000,Not Verified,Jan-11,Fully Paid,debt_consolidation,6514.848702
655646,12000, 60 months,13.43%,275.69,MORTGAGE,55000,Not Verified,Jan-11,Fully Paid,credit_card,16525.88998
657075,12150, 36 months,10.37%,394.17,MORTGAGE,67000,Not Verified,Jan-11,Fully Paid,debt_consolidation,13973.98526
657199,3500, 36 months,7.29%,108.54,RENT,75000,Verified,Jan-11,Fully Paid,car,3751.868558
657220,6500, 36 months,5.79%,197.13,RENT,50000,Not Verified,Jan-11,Fully Paid,wedding,7096.638014
657219,22750, 60 months,18.62%,585.41,RENT,36000,Verified,Feb-11,Charged Off,debt_consolidation,2967.76
657208,25000, 36 months,16.02%,879.18,RENT,90000,Verified,Jan-11,Charged Off,small_business,12029.99
657197,10000, 36 months,5.79%,303.27,MORTGAGE,125000,Not Verified,Jan-11,Fully Paid,credit_card,10767.91049
648886,20000, 36 months,13.06%,674.46,MORTGAGE,92000,Source Verified,Jan-11,Fully Paid,credit_card,22986.01113
657172,13250, 60 months,13.43%,304.41,RENT,75324,Verified,Jan-11,Fully Paid,debt_consolidation,18183.04004
657167,11000, 60 months,13.06%,250.63,RENT,23000,Not Verified,Jan-11,Fully Paid,other,15037.12001
657142,15000, 36 months,10.74%,489.24,RENT,55315,Verified,Jan-11,Fully Paid,small_business,17421.9705
657132,3000, 36 months,16.40%,106.07,RENT,19200,Source Verified,Jan-11,Fully Paid,major_purchase,3880.210961
657107,4000, 60 months,11.11%,87.19,MORTGAGE,54000,Verified,Jan-11,Fully Paid,debt_consolidation,5192.36
653891,21000, 60 months,17.51%,527.69,MORTGAGE,74000,Verified,Jan-11,Charged Off,debt_consolidation,8969.11
657093,12000, 36 months,7.29%,372.12,MORTGAGE,60000,Source Verified,Jan-11,Fully Paid,debt_consolidation,13351.02565
657036,10000, 36 months,7.29%,310.1,RENT,45756,Source Verified,Jan-11,Fully Paid,major_purchase,10627.08254
649688,9250, 36 months,15.65%,323.61,RENT,38000,Source Verified,Jan-11,Charged Off,debt_consolidation,7662.59
649582,22000, 36 months,19.36%,810.45,RENT,72000,Verified,Jan-11,Fully Paid,debt_consolidation,28554.02154
641523,5600, 36 months,13.06%,188.85,RENT,36000,Not Verified,Jan-11,Fully Paid,debt_consolidation,6799.331476
657067,4800, 60 months,16.02%,116.78,RENT,60000,Source Verified,Jan-11,Fully Paid,debt_consolidation,6810.56516
657053,7000, 36 months,7.66%,218.26,MORTGAGE,250000,Source Verified,Feb-11,Charged Off,credit_card,3422.11
657044,15000, 60 months,12.68%,338.85,MORTGAGE,82800,Source Verified,Jan-11,Fully Paid,debt_consolidation,19348.83783
657043,9000, 36 months,13.80%,306.73,RENT,180000,Verified,Jan-11,Fully Paid,debt_consolidation,11042.36805
654549,12000, 36 months,10.37%,389.3,RENT,56500,Not Verified,Jan-11,Fully Paid,debt_consolidation,13722.79805
657037,18000, 36 months,10.74%,587.09,MORTGAGE,46028.1,Verified,Jan-11,Fully Paid,debt_consolidation,21135.75283
657031,18000, 60 months,16.40%,441.56,RENT,135000,Verified,Jan-11,Fully Paid,debt_consolidation,25549.32028
656937,4000, 36 months,10.37%,129.77,MORTGAGE,154000,Verified,Jan-11,Fully Paid,moving,4671.219641
638221,5000, 36 months,14.91%,173.11,RENT,150000,Source Verified,Jan-11,Fully Paid,other,6232.068417
656918,15000, 60 months,20.11%,398.33,RENT,40000,Source Verified,Jan-11,Charged Off,debt_consolidation,14025.6
656851,15000, 36 months,9.63%,481.41,MORTGAGE,60996,Source Verified,Jan-11,Fully Paid,other,17331.71965
657003,1200, 36 months,13.80%,40.9,RENT,43000,Source Verified,Jan-11,Fully Paid,major_purchase,1381.323295
657010,10000, 36 months,11.11%,327.91,RENT,36000,Verified,Jan-11,Fully Paid,major_purchase,11812.80575
656967,8750, 36 months,12.68%,293.48,RENT,59000,Not Verified,Jan-11,Fully Paid,debt_consolidation,10565.93301
